gvkey,iid,datadate,conm,cshoc,cshtrd,prccd,isin,fic,sic,Month,ILLIQ
8546,01W,20001201,PHILIPS ELECTRONICS (KON) NV,1316070392,17769650,41,NL0000009538,NLD,3600,200012,
8546,01W,20001204,PHILIPS ELECTRONICS (KON) NV,1316070392,12786160,39.95,NL0000009538,NLD,3600,200012,0.002055571
8546,01W,20001205,PHILIPS ELECTRONICS (KON) NV,1316070392,19133610,43.25,NL0000009538,NLD,3600,200012,0.003987777
8546,01W,20001206,PHILIPS ELECTRONICS (KON) NV,1316070392,42186200,44.99,NL0000009538,NLD,3600,200012,0.000916775
8546,01W,20001207,PHILIPS ELECTRONICS (KON) NV,1316070392,20017100,43.36,NL0000009538,NLD,3600,200012,0.001878007
8546,01W,20001208,PHILIPS ELECTRONICS (KON) NV,1316070392,25800300,44.3,NL0000009538,NLD,3600,200012,0.000822431
8546,01W,20001211,PHILIPS ELECTRONICS (KON) NV,1316070392,20221000,46.8,NL0000009538,NLD,3600,200012,0.002641749
8546,01W,20001212,PHILIPS ELECTRONICS (KON) NV,1316070392,15104800,45.5,NL0000009538,NLD,3600,200012,0.001891546
8546,01W,20001213,PHILIPS ELECTRONICS (KON) NV,1316070392,21836060,43.15,NL0000009538,NLD,3600,200012,0.002494094
8546,01W,20001214,PHILIPS ELECTRONICS (KON) NV,1316070392,22469240,41.76,NL0000009538,NLD,3600,200012,0.001481378
8546,01W,20001215,PHILIPS ELECTRONICS (KON) NV,1316070392,19710010,39.96,NL0000009538,NLD,3600,200012,0.002285389
8546,01W,20001218,PHILIPS ELECTRONICS (KON) NV,1316070392,23274730,40,NL0000009538,NLD,3600,200012,4.29651E-05
8546,01W,20001219,PHILIPS ELECTRONICS (KON) NV,1316070392,31731840,39.85,NL0000009538,NLD,3600,200012,0.000118623
8546,01W,20001220,PHILIPS ELECTRONICS (KON) NV,1316070392,27312430,36.1,NL0000009538,NLD,3600,200012,0.003803328
8546,01W,20001221,PHILIPS ELECTRONICS (KON) NV,1316070392,25969450,34.98,NL0000009538,NLD,3600,200012,0.001232922
8546,01W,20001222,PHILIPS ELECTRONICS (KON) NV,1316070392,10953940,36.86,NL0000009538,NLD,3600,200012,0.004656206
8546,01W,20001227,PHILIPS ELECTRONICS (KON) NV,1316070392,5664275,37.5,NL0000009538,NLD,3600,200012,0.003013036
8546,01W,20001228,PHILIPS ELECTRONICS (KON) NV,1316070392,8999659,37.75,NL0000009538,NLD,3600,200012,0.000735863
8546,01W,20001229,PHILIPS ELECTRONICS (KON) NV,1316070392,11922100,39.02,NL0000009538,NLD,3600,200012,0.002730007
8546,01W,20010102,PHILIPS ELECTRONICS (KON) NV,1316070392,17797600,37.65,NL0000009538,NLD,3600,200101,0.002044533
8546,01W,20010103,PHILIPS ELECTRONICS (KON) NV,1316070392,35185710,34.45,NL0000009538,NLD,3600,200101,0.002639942
8546,01W,20010104,PHILIPS ELECTRONICS (KON) NV,1316070392,43190670,39.25,NL0000009538,NLD,3600,200101,0.002831468
8546,01W,20010105,PHILIPS ELECTRONICS (KON) NV,1316070392,26282350,40.55,NL0000009538,NLD,3600,200101,0.001219799
8546,01W,20010108,PHILIPS ELECTRONICS (KON) NV,1316070392,19455260,41,NL0000009538,NLD,3600,200101,0.000564146
8546,01W,20010109,PHILIPS ELECTRONICS (KON) NV,1316070392,33827280,41.68,NL0000009538,NLD,3600,200101,0.000482297
8546,01W,20010110,PHILIPS ELECTRONICS (KON) NV,1316070392,14930880,41.2,NL0000009538,NLD,3600,200101,0.000780295
8546,01W,20010111,PHILIPS ELECTRONICS (KON) NV,1316070392,15373380,42.15,NL0000009538,NLD,3600,200101,0.001466077
8546,01W,20010112,PHILIPS ELECTRONICS (KON) NV,1316070392,26843290,43.53,NL0000009538,NLD,3600,200101,0.001181013
8546,01W,20010115,PHILIPS ELECTRONICS (KON) NV,1316070392,10210060,43.55,NL0000009538,NLD,3600,200101,4.49794E-05
8546,01W,20010116,PHILIPS ELECTRONICS (KON) NV,1316070392,16316630,42.17,NL0000009538,NLD,3600,200101,0.002005603
8546,01W,20010117,PHILIPS ELECTRONICS (KON) NV,1316070392,17545900,43.92,NL0000009538,NLD,3600,200101,0.002270911
8546,01W,20010118,PHILIPS ELECTRONICS (KON) NV,1316070392,25910200,44.02,NL0000009538,NLD,3600,200101,8.76757E-05
8546,01W,20010119,PHILIPS ELECTRONICS (KON) NV,1316070392,31837880,44.2,NL0000009538,NLD,3600,200101,0.00012791
8546,01W,20010122,PHILIPS ELECTRONICS (KON) NV,1316070392,11761780,43.25,NL0000009538,NLD,3600,200101,0.001867516
8546,01W,20010123,PHILIPS ELECTRONICS (KON) NV,1316070392,17144320,43,NL0000009538,NLD,3600,200101,0.000339118
8546,01W,20010124,PHILIPS ELECTRONICS (KON) NV,1316070392,18337860,43.7,NL0000009538,NLD,3600,200101,0.00087351
8546,01W,20010125,PHILIPS ELECTRONICS (KON) NV,1316070392,16084860,42.51,NL0000009538,NLD,3600,200101,0.001740358
8546,01W,20010126,PHILIPS ELECTRONICS (KON) NV,1316070392,28369680,40.04,NL0000009538,NLD,3600,200101,0.002174445
8546,01W,20010129,PHILIPS ELECTRONICS (KON) NV,1316070392,12050300,40.38,NL0000009538,NLD,3600,200101,0.000698739
8546,01W,20010130,PHILIPS ELECTRONICS (KON) NV,1316070392,27917790,40.2,NL0000009538,NLD,3600,200101,0.000160386
8546,01W,20010131,PHILIPS ELECTRONICS (KON) NV,1316070392,15887250,41.36,NL0000009538,NLD,3600,200101,0.001765341
8546,01W,20010201,PHILIPS ELECTRONICS (KON) NV,1316070392,18292470,40.36,NL0000009538,NLD,3600,200102,0.001354492
8546,01W,20010202,PHILIPS ELECTRONICS (KON) NV,1316070392,21390310,39.3,NL0000009538,NLD,3600,200102,0.001260945
8546,01W,20010205,PHILIPS ELECTRONICS (KON) NV,1316070392,20864190,38.25,NL0000009538,NLD,3600,200102,0.001315698
8546,01W,20010206,PHILIPS ELECTRONICS (KON) NV,1316070392,23422730,38.2,NL0000009538,NLD,3600,200102,5.58816E-05
8546,01W,20010207,PHILIPS ELECTRONICS (KON) NV,1316070392,30339730,36.8,NL0000009538,NLD,3600,200102,0.001253916
8546,01W,20010208,PHILIPS ELECTRONICS (KON) NV,1316070392,65930050,37.6,NL0000009538,NLD,3600,200102,0.000322715
8546,01W,20010209,PHILIPS ELECTRONICS (KON) NV,1316070392,26434110,36.43,NL0000009538,NLD,3600,200102,0.00121496
8546,01W,20010212,PHILIPS ELECTRONICS (KON) NV,1316070392,22222330,37.06,NL0000009538,NLD,3600,200102,0.000764972
8546,01W,20010213,PHILIPS ELECTRONICS (KON) NV,1316070392,15422640,37.69,NL0000009538,NLD,3600,200102,0.001083816
8546,01W,20010214,PHILIPS ELECTRONICS (KON) NV,1316070392,16035950,36.89,NL0000009538,NLD,3600,200102,0.001352342
8546,01W,20010215,PHILIPS ELECTRONICS (KON) NV,1316070392,20293490,38.93,NL0000009538,NLD,3600,200102,0.002582195
8546,01W,20010216,PHILIPS ELECTRONICS (KON) NV,1316070392,29915880,38.36,NL0000009538,NLD,3600,200102,0.0004967
8546,01W,20010219,PHILIPS ELECTRONICS (KON) NV,1316070392,14271670,37.25,NL0000009538,NLD,3600,200102,0.002087959
8546,01W,20010220,PHILIPS ELECTRONICS (KON) NV,1316070392,17020200,37.27,NL0000009538,NLD,3600,200102,3.15287E-05
8546,01W,20010221,PHILIPS ELECTRONICS (KON) NV,1316070392,24758850,36.6,NL0000009538,NLD,3600,200102,0.000739372
8546,01W,20010222,PHILIPS ELECTRONICS (KON) NV,1316070392,21200460,36.6,NL0000009538,NLD,3600,200102,0
8546,01W,20010223,PHILIPS ELECTRONICS (KON) NV,1316070392,26233470,34.4,NL0000009538,NLD,3600,200102,0.002437859
8546,01W,20010226,PHILIPS ELECTRONICS (KON) NV,1316070392,16010230,35.55,NL0000009538,NLD,3600,200102,0.002020508
8546,01W,20010227,PHILIPS ELECTRONICS (KON) NV,1316070392,13237730,35.86,NL0000009538,NLD,3600,200102,0.000653037
8546,01W,20010228,PHILIPS ELECTRONICS (KON) NV,1316070392,15666570,35.77,NL0000009538,NLD,3600,200102,0.000160602
8546,01W,20010301,PHILIPS ELECTRONICS (KON) NV,1316070392,24203390,34.93,NL0000009538,NLD,3600,200103,0.000993584
8546,01W,20010302,PHILIPS ELECTRONICS (KON) NV,1316070392,17256120,35.32,NL0000009538,NLD,3600,200103,0.000639883
8546,01W,20010305,PHILIPS ELECTRONICS (KON) NV,1316070392,14085960,37.12,NL0000009538,NLD,3600,200103,0.003442533
8546,01W,20010306,PHILIPS ELECTRONICS (KON) NV,1316070392,22546180,39.16,NL0000009538,NLD,3600,200103,0.002310545
8546,01W,20010307,PHILIPS ELECTRONICS (KON) NV,1316070392,21064920,39.06,NL0000009538,NLD,3600,200103,0.000121537
8546,01W,20010308,PHILIPS ELECTRONICS (KON) NV,1316070392,18253000,38.23,NL0000009538,NLD,3600,200103,0.001189432
8546,01W,20010309,PHILIPS ELECTRONICS (KON) NV,1316070392,15124720,37.16,NL0000009538,NLD,3600,200103,0.001903797
8546,01W,20010312,PHILIPS ELECTRONICS (KON) NV,1316070392,18567030,35.3,NL0000009538,NLD,3600,200103,0.002837892
8546,01W,20010313,PHILIPS ELECTRONICS (KON) NV,1316070392,26249130,35,NL0000009538,NLD,3600,200103,0.000326541
8546,01W,20010314,PHILIPS ELECTRONICS (KON) NV,1316070392,29908690,34.75,NL0000009538,NLD,3600,200103,0.00024054
8546,01W,20010315,PHILIPS ELECTRONICS (KON) NV,1316070392,26734310,34.67,NL0000009538,NLD,3600,200103,8.63112E-05
8546,01W,20010316,PHILIPS ELECTRONICS (KON) NV,1316070392,25270660,32.26,NL0000009538,NLD,3600,200103,0.002956216
8546,01W,20010319,PHILIPS ELECTRONICS (KON) NV,1316070392,14327280,32.55,NL0000009538,NLD,3600,200103,0.000621847
8546,01W,20010320,PHILIPS ELECTRONICS (KON) NV,1316070392,37870840,31.95,NL0000009538,NLD,3600,200103,0.000495879
8546,01W,20010321,PHILIPS ELECTRONICS (KON) NV,1316070392,30842550,30.2,NL0000009538,NLD,3600,200103,0.001878801
8546,01W,20010322,PHILIPS ELECTRONICS (KON) NV,1316070392,35038490,28.45,NL0000009538,NLD,3600,200103,0.001755539
8546,01W,20010323,PHILIPS ELECTRONICS (KON) NV,1316070392,23020540,30.56,NL0000009538,NLD,3600,200103,0.002999256
8546,01W,20010326,PHILIPS ELECTRONICS (KON) NV,1316070392,24344220,32.7,NL0000009538,NLD,3600,200103,0.002688253
8546,01W,20010327,PHILIPS ELECTRONICS (KON) NV,1316070392,16459330,32.8,NL0000009538,NLD,3600,200103,0.000185231
8546,01W,20010328,PHILIPS ELECTRONICS (KON) NV,1316070392,16974870,32.15,NL0000009538,NLD,3600,200103,0.001191039
8546,01W,20010329,PHILIPS ELECTRONICS (KON) NV,1316070392,20329430,30.95,NL0000009538,NLD,3600,200103,0.001907196
8546,01W,20010330,PHILIPS ELECTRONICS (KON) NV,1316070392,17738160,31.1,NL0000009538,NLD,3600,200103,0.000271908
8546,01W,20010402,PHILIPS ELECTRONICS (KON) NV,1316070392,11579510,31.13,NL0000009538,NLD,3600,200104,8.32246E-05
8546,01W,20010403,PHILIPS ELECTRONICS (KON) NV,1316070392,24528250,28.91,NL0000009538,NLD,3600,200104,0.003130677
8546,01W,20010404,PHILIPS ELECTRONICS (KON) NV,1316070392,30914780,28.12,NL0000009538,NLD,3600,200104,0.000908752
8546,01W,20010405,PHILIPS ELECTRONICS (KON) NV,1316070392,22686830,29.96,NL0000009538,NLD,3600,200104,0.002707087
8546,01W,20010406,PHILIPS ELECTRONICS (KON) NV,1316070392,20926590,29.29,NL0000009538,NLD,3600,200104,0.001093093
8546,01W,20010409,PHILIPS ELECTRONICS (KON) NV,1316070392,12942420,29.01,NL0000009538,NLD,3600,200104,0.000745753
8546,01W,20010410,PHILIPS ELECTRONICS (KON) NV,1316070392,14826640,30.87,NL0000009538,NLD,3600,200104,0.004063812
8546,01W,20010411,PHILIPS ELECTRONICS (KON) NV,1316070392,43435990,33.55,NL0000009538,NLD,3600,200104,0.001839046
8546,01W,20010412,PHILIPS ELECTRONICS (KON) NV,1316070392,18501150,32.3,NL0000009538,NLD,3600,200104,0.002091745
8546,01W,20010417,PHILIPS ELECTRONICS (KON) NV,1316070392,52339620,29.14,NL0000009538,NLD,3600,200104,0.002071891
8546,01W,20010418,PHILIPS ELECTRONICS (KON) NV,1316070392,38324870,32.1,NL0000009538,NLD,3600,200104,0.002406057
8546,01W,20010419,PHILIPS ELECTRONICS (KON) NV,1316070392,33651840,33.05,NL0000009538,NLD,3600,200104,0.000854168
8546,01W,20010420,PHILIPS ELECTRONICS (KON) NV,1316070392,31322480,32.48,NL0000009538,NLD,3600,200104,0.000560277
8546,01W,20010423,PHILIPS ELECTRONICS (KON) NV,1316070392,17031870,32.1,NL0000009538,NLD,3600,200104,0.00069505
8546,01W,20010424,PHILIPS ELECTRONICS (KON) NV,1316070392,17799390,32.35,NL0000009538,NLD,3600,200104,0.000434171
8546,01W,20010425,PHILIPS ELECTRONICS (KON) NV,1316070392,13232130,32.35,NL0000009538,NLD,3600,200104,0
8546,01W,20010426,PHILIPS ELECTRONICS (KON) NV,1316070392,12820090,32.2,NL0000009538,NLD,3600,200104,0.000363366
8546,01W,20010427,PHILIPS ELECTRONICS (KON) NV,1316070392,13116160,33.11,NL0000009538,NLD,3600,200104,0.002095441
8546,01W,20010501,PHILIPS ELECTRONICS (KON) NV,1316070392,14478770,34.12,NL0000009538,NLD,3600,200105,0.00204447
8546,01W,20010502,PHILIPS ELECTRONICS (KON) NV,1316070392,22146730,35.64,NL0000009538,NLD,3600,200105,0.001925734
8546,01W,20010503,PHILIPS ELECTRONICS (KON) NV,1316070392,41102400,35.43,NL0000009538,NLD,3600,200105,0.000144205
8546,01W,20010504,PHILIPS ELECTRONICS (KON) NV,1316070392,18333810,34.77,NL0000009538,NLD,3600,200105,0.001035348
8546,01W,20010507,PHILIPS ELECTRONICS (KON) NV,1316070392,11996320,35.95,NL0000009538,NLD,3600,200105,0.00273612
8546,01W,20010508,PHILIPS ELECTRONICS (KON) NV,1316070392,15893610,35.6,NL0000009538,NLD,3600,200105,0.000618579
8546,01W,20010509,PHILIPS ELECTRONICS (KON) NV,1316070392,12178150,34.75,NL0000009538,NLD,3600,200105,0.002008551
8546,01W,20010510,PHILIPS ELECTRONICS (KON) NV,1316070392,20490000,36.85,NL0000009538,NLD,3600,200105,0.002781249
8546,01W,20010511,PHILIPS ELECTRONICS (KON) NV,1316070392,14507050,36.42,NL0000009538,NLD,3600,200105,0.000813859
8546,01W,20010514,PHILIPS ELECTRONICS (KON) NV,1316070392,11334430,35.8,NL0000009538,NLD,3600,200105,0.001527949
8546,01W,20010515,PHILIPS ELECTRONICS (KON) NV,1316070392,9717066,36.19,NL0000009538,NLD,3600,200105,0.001109024
8546,01W,20010516,PHILIPS ELECTRONICS (KON) NV,1316070392,23855020,35.24,NL0000009538,NLD,3600,200105,0.001130077
8546,01W,20010517,PHILIPS ELECTRONICS (KON) NV,1316070392,18623930,36.59,NL0000009538,NLD,3600,200105,0.001981071
8546,01W,20010518,PHILIPS ELECTRONICS (KON) NV,1316070392,25147260,38.3,NL0000009538,NLD,3600,200105,0.001775443
8546,01W,20010521,PHILIPS ELECTRONICS (KON) NV,1316070392,15559090,37.72,NL0000009538,NLD,3600,200105,0.000988262
8546,01W,20010522,PHILIPS ELECTRONICS (KON) NV,1316070392,21849400,37.98,NL0000009538,NLD,3600,200105,0.000313313
8546,01W,20010523,PHILIPS ELECTRONICS (KON) NV,1316070392,19977290,36.1,NL0000009538,NLD,3600,200105,0.002606838
8546,01W,20010524,PHILIPS ELECTRONICS (KON) NV,1316070392,12120920,35,NL0000009538,NLD,3600,200105,0.00259292
8546,01W,20010525,PHILIPS ELECTRONICS (KON) NV,1316070392,10837500,34.67,NL0000009538,NLD,3600,200105,0.000878276
8546,01W,20010528,PHILIPS ELECTRONICS (KON) NV,1316070392,6616284,35.57,NL0000009538,NLD,3600,200105,0.003824234
8546,01W,20010529,PHILIPS ELECTRONICS (KON) NV,1316070392,14237410,34.14,NL0000009538,NLD,3600,200105,0.002941992
8546,01W,20010530,PHILIPS ELECTRONICS (KON) NV,1316070392,23851260,32.08,NL0000009538,NLD,3600,200105,0.002692288
8546,01W,20010531,PHILIPS ELECTRONICS (KON) NV,1316070392,18153190,32.34,NL0000009538,NLD,3600,200105,0.000442874
8546,01W,20010601,PHILIPS ELECTRONICS (KON) NV,1316070392,20462780,31.76,NL0000009538,NLD,3600,200106,0.000892448
8546,01W,20010605,PHILIPS ELECTRONICS (KON) NV,1316070392,15905940,33.42,NL0000009538,NLD,3600,200106,0.003122787
8546,01W,20010606,PHILIPS ELECTRONICS (KON) NV,1316070392,13798070,34.2,NL0000009538,NLD,3600,200106,0.001652914
8546,01W,20010607,PHILIPS ELECTRONICS (KON) NV,1316070392,15127360,34.23,NL0000009538,NLD,3600,200106,5.79364E-05
8546,01W,20010608,PHILIPS ELECTRONICS (KON) NV,1316070392,13099180,34.53,NL0000009538,NLD,3600,200106,0.000663255
8546,01W,20010611,PHILIPS ELECTRONICS (KON) NV,1316070392,13446190,32.65,NL0000009538,NLD,3600,200106,0.004282284
8546,01W,20010612,PHILIPS ELECTRONICS (KON) NV,1316070392,21051920,30.72,NL0000009538,NLD,3600,200106,0.002984313
8546,01W,20010613,PHILIPS ELECTRONICS (KON) NV,1316070392,14368470,30.79,NL0000009538,NLD,3600,200106,0.000158226
8546,01W,20010614,PHILIPS ELECTRONICS (KON) NV,1316070392,20589640,29.55,NL0000009538,NLD,3600,200106,0.002038053
8546,01W,20010615,PHILIPS ELECTRONICS (KON) NV,1316070392,49375800,28.24,NL0000009538,NLD,3600,200106,0.000939491
8546,01W,20010618,PHILIPS ELECTRONICS (KON) NV,1316070392,20555600,28.65,NL0000009538,NLD,3600,200106,0.000696192
8546,01W,20010619,PHILIPS ELECTRONICS (KON) NV,1316070392,19535200,28.97,NL0000009538,NLD,3600,200106,0.000565436
8546,01W,20010620,PHILIPS ELECTRONICS (KON) NV,1316070392,19724040,27.98,NL0000009538,NLD,3600,200106,0.001793873
8546,01W,20010621,PHILIPS ELECTRONICS (KON) NV,1316070392,15675430,28.55,NL0000009538,NLD,3600,200106,0.001273648
8546,01W,20010622,PHILIPS ELECTRONICS (KON) NV,1316070392,19895650,30.2,NL0000009538,NLD,3600,200106,0.002746116
8546,01W,20010625,PHILIPS ELECTRONICS (KON) NV,1316070392,12382420,30.35,NL0000009538,NLD,3600,200106,0.000399142
8546,01W,20010626,PHILIPS ELECTRONICS (KON) NV,1316070392,23465880,28.74,NL0000009538,NLD,3600,200106,0.002387274
8546,01W,20010627,PHILIPS ELECTRONICS (KON) NV,1316070392,9151893,29.14,NL0000009538,NLD,3600,200106,0.00149989
8546,01W,20010628,PHILIPS ELECTRONICS (KON) NV,1316070392,21047900,30.11,NL0000009538,NLD,3600,200106,0.001530567
8546,01W,20010629,PHILIPS ELECTRONICS (KON) NV,1316070392,19845800,31.31,NL0000009538,NLD,3600,200106,0.00193121
8546,01W,20010702,PHILIPS ELECTRONICS (KON) NV,1316070392,11829460,32.1,NL0000009538,NLD,3600,200107,0.002080449
8546,01W,20010703,PHILIPS ELECTRONICS (KON) NV,1316070392,11458150,31.75,NL0000009538,NLD,3600,200107,0.000962077
8546,01W,20010704,PHILIPS ELECTRONICS (KON) NV,1316070392,7755619,31.75,NL0000009538,NLD,3600,200107,0
8546,01W,20010705,PHILIPS ELECTRONICS (KON) NV,1316070392,15251650,31.45,NL0000009538,NLD,3600,200107,0.000625437
8546,01W,20010706,PHILIPS ELECTRONICS (KON) NV,1316070392,16125670,30.1,NL0000009538,NLD,3600,200107,0.002781311
8546,01W,20010709,PHILIPS ELECTRONICS (KON) NV,1316070392,14053290,29.75,NL0000009538,NLD,3600,200107,0.00083715
8546,01W,20010710,PHILIPS ELECTRONICS (KON) NV,1316070392,13380560,29.6,NL0000009538,NLD,3600,200107,0.000378726
8546,01W,20010711,PHILIPS ELECTRONICS (KON) NV,1316070392,17520040,28.73,NL0000009538,NLD,3600,200107,0.001728417
8546,01W,20010712,PHILIPS ELECTRONICS (KON) NV,1316070392,17146280,29.94,NL0000009538,NLD,3600,200107,0.002357022
8546,01W,20010713,PHILIPS ELECTRONICS (KON) NV,1316070392,10965480,30.04,NL0000009538,NLD,3600,200107,0.000303579
8546,01W,20010716,PHILIPS ELECTRONICS (KON) NV,1316070392,9401454,29.2,NL0000009538,NLD,3600,200107,0.003059859
8546,01W,20010717,PHILIPS ELECTRONICS (KON) NV,1316070392,28510190,28.66,NL0000009538,NLD,3600,200107,0.000660872
8546,01W,20010718,PHILIPS ELECTRONICS (KON) NV,1316070392,20337080,29.2,NL0000009538,NLD,3600,200107,0.000909332
8546,01W,20010719,PHILIPS ELECTRONICS (KON) NV,1316070392,26503560,30,NL0000009538,NLD,3600,200107,0.001006154
8546,01W,20010720,PHILIPS ELECTRONICS (KON) NV,1316070392,24979170,29.16,NL0000009538,NLD,3600,200107,0.001153224
8546,01W,20010723,PHILIPS ELECTRONICS (KON) NV,1316070392,13221610,30.05,NL0000009538,NLD,3600,200107,0.002240068
8546,01W,20010724,PHILIPS ELECTRONICS (KON) NV,1316070392,13794250,30.02,NL0000009538,NLD,3600,200107,7.24457E-05
8546,01W,20010725,PHILIPS ELECTRONICS (KON) NV,1316070392,14842290,28.94,NL0000009538,NLD,3600,200107,0.002514342
8546,01W,20010726,PHILIPS ELECTRONICS (KON) NV,1316070392,15994020,29.71,NL0000009538,NLD,3600,200107,0.001620431
8546,01W,20010727,PHILIPS ELECTRONICS (KON) NV,1316070392,17917820,30.63,NL0000009538,NLD,3600,200107,0.001676315
8546,01W,20010730,PHILIPS ELECTRONICS (KON) NV,1316070392,14023250,31.49,NL0000009538,NLD,3600,200107,0.001947498
8546,01W,20010731,PHILIPS ELECTRONICS (KON) NV,1316070392,10608680,31.95,NL0000009538,NLD,3600,200107,0.001357143
8546,01W,20010801,PHILIPS ELECTRONICS (KON) NV,1316070392,18562820,32.6,NL0000009538,NLD,3600,200108,0.001074118
8546,01W,20010802,PHILIPS ELECTRONICS (KON) NV,1316070392,24134660,33.38,NL0000009538,NLD,3600,200108,0.000968204
8546,01W,20010803,PHILIPS ELECTRONICS (KON) NV,1316070392,13214380,32.64,NL0000009538,NLD,3600,200108,0.001715674
8546,01W,20010806,PHILIPS ELECTRONICS (KON) NV,1316070392,10399680,31.9,NL0000009538,NLD,3600,200108,0.002230597
8546,01W,20010807,PHILIPS ELECTRONICS (KON) NV,1316070392,17412580,31.91,NL0000009538,NLD,3600,200108,1.79974E-05
8546,01W,20010808,PHILIPS ELECTRONICS (KON) NV,1316070392,17853760,31.35,NL0000009538,NLD,3600,200108,0.001000509
8546,01W,20010809,PHILIPS ELECTRONICS (KON) NV,1316070392,18518080,29.87,NL0000009538,NLD,3600,200108,0.002675658
8546,01W,20010810,PHILIPS ELECTRONICS (KON) NV,1316070392,13405510,29.32,NL0000009538,NLD,3600,200108,0.001399315
8546,01W,20010813,PHILIPS ELECTRONICS (KON) NV,1316070392,15480760,29.87,NL0000009538,NLD,3600,200108,0.00118942
8546,01W,20010814,PHILIPS ELECTRONICS (KON) NV,1316070392,13296400,30.35,NL0000009538,NLD,3600,200108,0.001189456
8546,01W,20010815,PHILIPS ELECTRONICS (KON) NV,1316070392,11961670,30.31,NL0000009538,NLD,3600,200108,0.000110327
8546,01W,20010816,PHILIPS ELECTRONICS (KON) NV,1316070392,15006880,29.46,NL0000009538,NLD,3600,200108,0.00192263
8546,01W,20010817,PHILIPS ELECTRONICS (KON) NV,1316070392,24365210,28.25,NL0000009538,NLD,3600,200108,0.00175791
8546,01W,20010820,PHILIPS ELECTRONICS (KON) NV,1316070392,14280060,28.46,NL0000009538,NLD,3600,200108,0.000516719
8546,01W,20010821,PHILIPS ELECTRONICS (KON) NV,1316070392,10748920,28.88,NL0000009538,NLD,3600,200108,0.001352967
8546,01W,20010822,PHILIPS ELECTRONICS (KON) NV,1316070392,18309010,28.5,NL0000009538,NLD,3600,200108,0.000728239
8546,01W,20010823,PHILIPS ELECTRONICS (KON) NV,1316070392,17043900,29.05,NL0000009538,NLD,3600,200108,0.00111083
8546,01W,20010824,PHILIPS ELECTRONICS (KON) NV,1316070392,17196670,30,NL0000009538,NLD,3600,200108,0.001841442
8546,01W,20010827,PHILIPS ELECTRONICS (KON) NV,1316070392,11509390,30.66,NL0000009538,NLD,3600,200108,0.001870335
8546,01W,20010828,PHILIPS ELECTRONICS (KON) NV,1316070392,16559210,29.59,NL0000009538,NLD,3600,200108,0.002183731
8546,01W,20010829,PHILIPS ELECTRONICS (KON) NV,1316070392,24494300,29.85,NL0000009538,NLD,3600,200108,0.000355602
8546,01W,20010830,PHILIPS ELECTRONICS (KON) NV,1316070392,22498060,29.46,NL0000009538,NLD,3600,200108,0.000588419
8546,01W,20010831,PHILIPS ELECTRONICS (KON) NV,1316070392,16639110,29.68,NL0000009538,NLD,3600,200108,0.00044548
8546,01W,20010903,PHILIPS ELECTRONICS (KON) NV,1316070392,12376080,29.26,NL0000009538,NLD,3600,200109,0.001159823
8546,01W,20010904,PHILIPS ELECTRONICS (KON) NV,1316070392,18074900,29.89,NL0000009538,NLD,3600,200109,0.001166108
8546,01W,20010905,PHILIPS ELECTRONICS (KON) NV,1316070392,19022030,28.34,NL0000009538,NLD,3600,200109,0.002875246
8546,01W,20010906,PHILIPS ELECTRONICS (KON) NV,1316070392,32305600,26.2,NL0000009538,NLD,3600,200109,0.002528335
8546,01W,20010907,PHILIPS ELECTRONICS (KON) NV,1316070392,27621210,25.87,NL0000009538,NLD,3600,200109,0.000461822
8546,01W,20010910,PHILIPS ELECTRONICS (KON) NV,1316070392,24764100,26.25,NL0000009538,NLD,3600,200109,0.000584564
8546,01W,20010911,PHILIPS ELECTRONICS (KON) NV,1316070392,26456150,23.66,NL0000009538,NLD,3600,200109,0.004137694
8546,01W,20010912,PHILIPS ELECTRONICS (KON) NV,1316070392,44259060,23.7,NL0000009538,NLD,3600,200109,3.81337E-05
8546,01W,20010913,PHILIPS ELECTRONICS (KON) NV,1316070392,22094090,22.5,NL0000009538,NLD,3600,200109,0.002413919
8546,01W,20010914,PHILIPS ELECTRONICS (KON) NV,1316070392,33515040,19.53,NL0000009538,NLD,3600,200109,0.004537477
8546,01W,20010917,PHILIPS ELECTRONICS (KON) NV,1316070392,42277850,20.69,NL0000009538,NLD,3600,200109,0.001326125
8546,01W,20010918,PHILIPS ELECTRONICS (KON) NV,1316070392,22533260,20.58,NL0000009538,NLD,3600,200109,0.000237205
8546,01W,20010919,PHILIPS ELECTRONICS (KON) NV,1316070392,23452070,19.94,NL0000009538,NLD,3600,200109,0.001368591
8546,01W,20010920,PHILIPS ELECTRONICS (KON) NV,1316070392,31349220,18.97,NL0000009538,NLD,3600,200109,0.001631089
8546,01W,20010921,PHILIPS ELECTRONICS (KON) NV,1316070392,41542030,18.03,NL0000009538,NLD,3600,200109,0.001255002
8546,01W,20010924,PHILIPS ELECTRONICS (KON) NV,1275715000,20012290,19,NL0000009538,NLD,3600,200109,0.002551064
8546,01W,20010925,PHILIPS ELECTRONICS (KON) NV,1275715000,20700800,20,NL0000009538,NLD,3600,200109,0.002415366
8546,01W,20010926,PHILIPS ELECTRONICS (KON) NV,1275715000,20941880,20.52,NL0000009538,NLD,3600,200109,0.00121007
8546,01W,20010927,PHILIPS ELECTRONICS (KON) NV,1275715000,22258680,19.5,NL0000009538,NLD,3600,200109,0.002349991
